Timestamp,activo,genero,edad,area_arqueologia,fuente_ingresos,tiempo_experiencia,formacion_academica,salario,departamento,factor_ingreso,cargo,sector_mercado,estabilidad_ingreso,dias_campo,personas_cargo,tecnologia,problema_laboral,valor_posgrado,area_posgrado,percepcion_remuneracion,solucion_profesion,"22.  Si pudieras decidir de nuevo, ¿volverías a elegir arqueología en Colombia como profesión? Califica de 1 a 5

1. No
2. Probablemente no
3. Quizás...Tal vez
4. Probablemente si
5. Claro ¡Me encanta!",Comentarios y sugerencias que nos quieras hacer o compartir. Puedes dejarnos reflexiones y anécdotas sobre tu vida profesional. Queremos escucharte,area_posgrado_original,volveria_elegir,id_respuesta,tipo_lugar
6/10/2026 16:29:29,"Si, es mi profesión principal",Hombre,20 años - 25 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,Menos de 1 año,Pregrado,Menos de 2 millones de pesos,Bogota D.C.,Tener RNA,Arqueologo,Empresario o emprendedor,Variables. Dependen de contratos,No realizo trabajo de campo,Ninguna,"Excel, Word, QGis, ArcGis, Google Maps, Fotogrametría, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Bajos salarios,NA,No tengo posgrado,Mucho menor a la que debería ganar,Mayor estabilidad laboral,4,NA,No tengo posgrado,4,110,Departamento
6/10/2026 16:43:24,"Si, es mi profesión principal",Hombre,36 años - 40 años,Ambas por igual,"Empleado directo de tiempo completo, Contratista - prestación de servicios, Consultoria, Investigación en laboratorio",11 y 15 años,Maestría,6 millones a 7 millones,Atlantico,Especializacion tecnica,Arqueologo,Consultoria ambiental o estudios de impacto,Muy estables,11 a 15 días,De 4 a 10 personas,"Excel, Word, QGis, Google Maps",Bajos salarios,NA,Otro,Algo menor de lo que debería ganar,Mejores salarios,5,NA,Otro,5,111,Departamento
6/10/2026 16:43:24,"Si, es mi profesión principal",Hombre,36 años - 40 años,Ambas por igual,"Empleado directo de tiempo completo, Contratista - prestación de servicios, Consultoria, Investigación en laboratorio",11 y 15 años,Maestría,6 millones a 7 millones,Antioquia,Especializacion tecnica,Arqueologo,Consultoria ambiental o estudios de impacto,Muy estables,11 a 15 días,De 4 a 10 personas,"Excel, Word, QGis, Google Maps",Bajos salarios,NA,Otro,Algo menor de lo que debería ganar,Mejores salarios,5,NA,Otro,5,111,Departamento
6/10/2026 20:37:22,"Si, es mi profesión principal",Mujer,20 años - 25 años,"Arqueología académica o básica: docencia, investigación, editoriales, museos, semilleros, proyectos academicos, universidades",Nunca he ganado ingresos,No tengo experiencia,Estudiante de pregrado,Nunca he ganado nada,Bogota D.C.,Años de experiencia,Semillerista o estudiante,Voluntariado,Ninguno,No realizo trabajo de campo,Ninguna,"Excel, Word, QGis, Google Maps, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Redes sociales: WhatsApp, Telegram, etc",Diferencias entre sectores,NA,No tengo posgrado,No sé cuánto debería ganar realmente,Más regulación del sector,3,NA,No tengo posgrado,3,112,Departamento
6/10/2026 22:59:47,"Si, es mi profesión principal",Mujer,41 años - 45 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Trabajador independiente,11 y 15 años,Pregrado,De 5 millones a 6 millones,Bogota D.C.,Años de experiencia,Arqueologo,Obras civiles y construccion,Variables. Dependen de contratos,Más de 15 días,Más de 10 personas,"Excel, Word, Google Sheets, QGis, ArcGis, AutoCAD, Google Maps, Redes sociales: WhatsApp, Telegram, etc",Falta de estabilidad laboral,NA,No tengo posgrado,Algo menor de lo que debería ganar,Mayor estabilidad laboral,3,"El tema de la salud de los arqueólogos y arqueólogos debería ser un punto importante en las contrataciones, ya que muchas veces las condiciones laborales aumentan el riesgo de enfermedades laborales que muy pocas veces sin tenidas en cuenta, durante y después de las actividades, especialmente las realizadas en campo, donde las jornadas a veces son muy exigentes.",No tengo posgrado,3,113,Departamento
6/10/2026 22:59:47,"Si, es mi profesión principal",Mujer,41 años - 45 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Trabajador independiente,11 y 15 años,Pregrado,De 5 millones a 6 millones,Caldas,Años de experiencia,Arqueologo,Obras civiles y construccion,Variables. Dependen de contratos,Más de 15 días,Más de 10 personas,"Excel, Word, Google Sheets, QGis, ArcGis, AutoCAD, Google Maps, Redes sociales: WhatsApp, Telegram, etc",Falta de estabilidad laboral,NA,No tengo posgrado,Algo menor de lo que debería ganar,Mayor estabilidad laboral,3,"El tema de la salud de los arqueólogos y arqueólogos debería ser un punto importante en las contrataciones, ya que muchas veces las condiciones laborales aumentan el riesgo de enfermedades laborales que muy pocas veces sin tenidas en cuenta, durante y después de las actividades, especialmente las realizadas en campo, donde las jornadas a veces son muy exigentes.",No tengo posgrado,3,113,Departamento
6/11/2026 7:12:52,"Si, es mi profesión principal",Hombre,31 años - 35 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Empleado directo de tiempo completo, Contratista - prestación de servicios, Arqueología digital: modelos 3D, reconstrucción histórica, videojuegos, etc",7 a 10 años,Pregrado,De 4 millones a 5 millones,Cundinamarca,Tener RNA,Arqueologo,Obras civiles y construccion,Variables. Dependen de contratos,De 1 a 5 días,De 1 a 3 personas,"Excel, Word, QGis, Fotogrametría, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Redes sociales: WhatsApp, Telegram, etc",Falta de claridad en tarifas,NA,Antropología y Arqueología,Algo menor de lo que debería ganar,Mayor estabilidad laboral,4,NA,Antropología en general o arqueología,4,114,Departamento
6/11/2026 8:36:55,"Si, ocasionalmente",Mujer,41 años - 45 años,Ambas por igual,"Contratista - prestación de servicios, Trabajador independiente, Turismo, Museos y conservación. Gestor cultural",7 a 10 años,Estudiante de pregrado,De 2 millones a 2.5 millones,Antioquia,Tener RNA,Auxiliar de arqueologia,Patrimonio cultural,Variables. Dependen de contratos,11 a 15 días,Ninguna,"Excel, Word, QGis, ArcGis, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc",Falta de estabilidad laboral,NA,No tengo posgrado,Aproximadamente lo que debería ganar,Mejor reconocimiento profesional,5,NA,No tengo posgrado,5,115,Departamento
6/11/2026 8:36:55,"Si, ocasionalmente",Mujer,41 años - 45 años,Ambas por igual,"Contratista - prestación de servicios, Trabajador independiente, Turismo, Museos y conservación. Gestor cultural",7 a 10 años,Estudiante de pregrado,De 2 millones a 2.5 millones,Sucre,Tener RNA,Auxiliar de arqueologia,Patrimonio cultural,Variables. Dependen de contratos,11 a 15 días,Ninguna,"Excel, Word, QGis, ArcGis, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc",Falta de estabilidad laboral,NA,No tengo posgrado,Aproximadamente lo que debería ganar,Mejor reconocimiento profesional,5,NA,No tengo posgrado,5,115,Departamento
6/11/2026 8:36:55,"Si, ocasionalmente",Mujer,41 años - 45 años,Ambas por igual,"Contratista - prestación de servicios, Trabajador independiente, Turismo, Museos y conservación. Gestor cultural",7 a 10 años,Estudiante de pregrado,De 2 millones a 2.5 millones,Tolima,Tener RNA,Auxiliar de arqueologia,Patrimonio cultural,Variables. Dependen de contratos,11 a 15 días,Ninguna,"Excel, Word, QGis, ArcGis, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc",Falta de estabilidad laboral,NA,No tengo posgrado,Aproximadamente lo que debería ganar,Mejor reconocimiento profesional,5,NA,No tengo posgrado,5,115,Departamento
6/11/2026 8:36:55,"Si, ocasionalmente",Mujer,41 años - 45 años,Ambas por igual,"Contratista - prestación de servicios, Trabajador independiente, Turismo, Museos y conservación. Gestor cultural",7 a 10 años,Estudiante de pregrado,De 2 millones a 2.5 millones,Valle del Cauca,Tener RNA,Auxiliar de arqueologia,Patrimonio cultural,Variables. Dependen de contratos,11 a 15 días,Ninguna,"Excel, Word, QGis, ArcGis, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc",Falta de estabilidad laboral,NA,No tengo posgrado,Aproximadamente lo que debería ganar,Mejor reconocimiento profesional,5,NA,No tengo posgrado,5,115,Departamento
6/11/2026 10:25:18,"Si, es mi profesión principal",Hombre,31 años - 35 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Empleado directo de tiempo completo, Consultoria, Divulgacion cientifica",7 a 10 años,Pregrado,De 4 millones a 5 millones,Bogota D.C.,Tener RNA,Arqueologo,Obras civiles y construccion,Muy estables,Más de 15 días,De 1 a 3 personas,"Excel, Word, QGis, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc",Falta de estabilidad laboral,NA,"Patrimonio, Museología y Arquitectura",Algo menor de lo que debería ganar,Mayor estabilidad laboral,4,NA,Gestión del patrimonio cultural. Curaduría y restauración. Arquitectura. Estudios urbanisticos. Museología. Artes,4,116,Departamento
6/11/2026 10:25:18,"Si, es mi profesión principal",Hombre,31 años - 35 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Empleado directo de tiempo completo, Consultoria, Divulgacion cientifica",7 a 10 años,Pregrado,De 4 millones a 5 millones,Sucre,Tener RNA,Arqueologo,Obras civiles y construccion,Muy estables,Más de 15 días,De 1 a 3 personas,"Excel, Word, QGis, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc",Falta de estabilidad laboral,NA,"Patrimonio, Museología y Arquitectura",Algo menor de lo que debería ganar,Mayor estabilidad laboral,4,NA,Gestión del patrimonio cultural. Curaduría y restauración. Arquitectura. Estudios urbanisticos. Museología. Artes,4,116,Departamento
6/11/2026 18:07:53,"Si, ocasionalmente",Mujer,26 años - 30 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,Entre 1 a 3 años,Estudiante de pregrado,De 2.5 millones a 3 millones,Cordoba,Especializacion tecnica,Auxiliar de arqueologia,Obras civiles y construccion,Variables. Dependen de contratos,Más de 15 días,De 1 a 3 personas,"Word, QGis, Google Maps, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Poca oferta de empleos,NA,No tengo posgrado,Mucho menor a la que debería ganar,Más oportunidades de empleo,3,NA,No tengo posgrado,3,117,Departamento
6/11/2026 18:07:53,"Si, ocasionalmente",Mujer,26 años - 30 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,Entre 1 a 3 años,Estudiante de pregrado,De 2.5 millones a 3 millones,Tolima,Especializacion tecnica,Auxiliar de arqueologia,Obras civiles y construccion,Variables. Dependen de contratos,Más de 15 días,De 1 a 3 personas,"Word, QGis, Google Maps, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Poca oferta de empleos,NA,No tengo posgrado,Mucho menor a la que debería ganar,Más oportunidades de empleo,3,NA,No tengo posgrado,3,117,Departamento
6/11/2026 18:07:54,"Si, es mi profesión principal",Hombre,31 años - 35 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,4 a 6 años,Pregrado,De 4 millones a 5 millones,Tolima,Red de contactos,Arqueologo,Obras civiles y construccion,Variables. Dependen de contratos,Más de 15 días,De 1 a 3 personas,"Excel, Word, QGis, Software de creación 3D: Blender, Agisfot Metashape, SketchUp, etc, AutoCAD, Fotogrametría, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Poca oferta de empleos,NA,"Patrimonio, Museología y Arquitectura",Mucho menor a la que debería ganar,Más oportunidades de empleo,3,NA,Gestión del patrimonio cultural. Curaduría y restauración. Arquitectura. Estudios urbanisticos. Museología. Artes,3,118,Departamento
6/12/2026 8:22:48,"Si, es mi profesión principal",Mujer,26 años - 30 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Empleado directo de tiempo completo, Contratista - prestación de servicios",Menos de 1 año,Pregrado,De 3 millones a 4 millones,Tolima,Red de contactos,Auxiliar de arqueologia,Obras civiles y construccion,Variables. Dependen de contratos,Más de 15 días,Ninguna,"Excel, Word, QGis, ArcGis, Google Maps, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Falta de estabilidad laboral,NA,"Patrimonio, Museología y Arquitectura",Algo menor de lo que debería ganar,Mayor estabilidad laboral,4,NA,Gestión del patrimonio cultural. Curaduría y restauración. Arquitectura. Estudios urbanisticos. Museología. Artes,4,119,Departamento
6/12/2026 8:22:48,"Si, es mi profesión principal",Mujer,26 años - 30 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Empleado directo de tiempo completo, Contratista - prestación de servicios",Menos de 1 año,Pregrado,De 3 millones a 4 millones,Valle del Cauca,Red de contactos,Auxiliar de arqueologia,Obras civiles y construccion,Variables. Dependen de contratos,Más de 15 días,Ninguna,"Excel, Word, QGis, ArcGis, Google Maps, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Falta de estabilidad laboral,NA,"Patrimonio, Museología y Arquitectura",Algo menor de lo que debería ganar,Mayor estabilidad laboral,4,NA,Gestión del patrimonio cultural. Curaduría y restauración. Arquitectura. Estudios urbanisticos. Museología. Artes,4,119,Departamento
6/12/2026 10:06:05,"Si, es mi profesión principal",Hombre,41 años - 45 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Contratista - prestación de servicios, Docencia e investigación universitaria",11 y 15 años,Maestría,De 3 millones a 4 millones,Bogota D.C.,Red de contactos,Profesor o docente,Universidad,Variables. Dependen de contratos,No realizo trabajo de campo,De 1 a 3 personas,"Excel, Word, QGis, Google Maps, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc",Bajos salarios,NA,Antropología y Arqueología,Mucho menor a la que debería ganar,Mejores salarios,3,"Es urgente consolidar un colegio de arqueólogos que permita generar tarifas dignas de salarios dependiendo nuestro perfil profesional, años de experiencia y rol dentro de los proyectos.",Antropología en general o arqueología,3,120,Departamento
6/12/2026 10:06:05,"Si, es mi profesión principal",Hombre,41 años - 45 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Contratista - prestación de servicios, Docencia e investigación universitaria",11 y 15 años,Maestría,De 3 millones a 4 millones,Santander,Red de contactos,Profesor o docente,Universidad,Variables. Dependen de contratos,No realizo trabajo de campo,De 1 a 3 personas,"Excel, Word, QGis, Google Maps, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc",Bajos salarios,NA,Antropología y Arqueología,Mucho menor a la que debería ganar,Mejores salarios,3,"Es urgente consolidar un colegio de arqueólogos que permita generar tarifas dignas de salarios dependiendo nuestro perfil profesional, años de experiencia y rol dentro de los proyectos.",Antropología en general o arqueología,3,120,Departamento
6/12/2026 15:37:35,No,Mujer,20 años - 25 años,"Arqueología académica o básica: docencia, investigación, editoriales, museos, semilleros, proyectos academicos, universidades",Nunca he ganado ingresos,Entre 1 a 3 años,Estudiante de pregrado,Menos de 2 millones de pesos,Bogota D.C.,Manejo de SIG,Semillerista o estudiante,Universidad,Ninguno,No realizo trabajo de campo,Ninguna,"Excel, QGis",Falta de estabilidad laboral,NA,No tengo posgrado,No sé cuánto debería ganar realmente,Más oportunidades de empleo,3,NA,No tengo posgrado,3,121,Departamento
6/16/2026 2:01:24,"Si, es mi profesión principal",Hombre,31 años - 35 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Empleado directo de tiempo completo, Contratista - prestación de servicios, Trabajador independiente, Consultoria",4 a 6 años,Pregrado,De 4 millones a 5 millones,Bogota D.C.,Habilidades tecnologicas,Arqueologo,Obras civiles y construccion,Muy estables,De 1 a 5 días,De 4 a 10 personas,"Excel, Word, QGis, Software de creación 3D: Blender, Agisfot Metashape, SketchUp, etc, Fotogrametría, SQL, Inteligencia Artificial",Falta de reconocimiento profesional,No tengo posgrado,Antropología y Arqueología,Algo menor de lo que debería ganar,Mayor estabilidad laboral,2,"Ser arqueologxs esta dificil. Si no se actualizan a algo que aporte en términos tecnocratas, paila. La disciplina esta cambiando por las logicas del mercado actual. Ya no hacemos arqueologia, en realidad.",Antropología en general o arqueología,2,122,Departamento
6/16/2026 19:48:49,"Si, es mi profesión principal",Mujer,26 años - 30 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Contratista - prestación de servicios,Entre 1 a 3 años,Pregrado,De 3 millones a 4 millones,Cauca,Tener RNA,Arqueologo,Obras civiles y construccion,Muy estables,Más de 15 días,De 4 a 10 personas,"Excel, Word, QGis, Google Maps, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Redes sociales: WhatsApp, Telegram, etc",Falta de reconocimiento profesional,NA,No tengo posgrado,Algo menor de lo que debería ganar,Más regulación del sector,5,"La arqueología es vista desde los sectores privados como empresas de infraestructura como algo innecesario, por ende, los salarios, la calidad laboral y la experiencia dentro del entorno se hace precaria.",No tengo posgrado,5,123,Departamento
6/16/2026 19:50:55,"Si, es mi profesión principal",Hombre,31 años - 35 años,Ambas por igual,"Contratista - prestación de servicios, Trabajador independiente, Emprendimientos propios - empresa propia",7 a 10 años,Maestría,6 millones a 7 millones,Magdalena,Formacion academica,Coordinador de proyectos,Universidad,Variables. Dependen de contratos,De 6 a 10 días,De 4 a 10 personas,"Excel, Word, QGis, ArcGis, AutoCAD, Google Maps, Fotogrametría, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Falta de estabilidad laboral,NA,Administración y Economía,Algo menor de lo que debería ganar,Mayor estabilidad laboral,4,"Soy campesino, la educación me abrió muchas puertas, no obstante, la oferta laboral es poca y por lo tanto competitiva, el problema radica en que muchas antropólogos trabajan en arqueología por el dinero y no por convicción y eso afecta mucho a la arqueología colombiana, son personas que les falta preparación, y se quejan. Ese no quiere decir que todos los antropólogos sean mediocres, muchos estudian con autonomía y saben muchísimo sin haber visto tantas materias relacionadas a arqueología. Cómo en todas las carreras hay personas que sobresalen y otras que no. En muchas empresas los sueldos son bajos, especialmente en Bogotá por eso decidí viajar a donde hay oportunidades y es difícil estar lejos de la familia.",Administración. Economia. Gerencia de proyectos.,4,124,Departamento
6/16/2026 19:50:55,"Si, es mi profesión principal",Hombre,31 años - 35 años,Ambas por igual,"Contratista - prestación de servicios, Trabajador independiente, Emprendimientos propios - empresa propia",7 a 10 años,Maestría,6 millones a 7 millones,Narino,Formacion academica,Coordinador de proyectos,Universidad,Variables. Dependen de contratos,De 6 a 10 días,De 4 a 10 personas,"Excel, Word, QGis, ArcGis, AutoCAD, Google Maps, Fotogrametría, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Falta de estabilidad laboral,NA,Administración y Economía,Algo menor de lo que debería ganar,Mayor estabilidad laboral,4,"Soy campesino, la educación me abrió muchas puertas, no obstante, la oferta laboral es poca y por lo tanto competitiva, el problema radica en que muchas antropólogos trabajan en arqueología por el dinero y no por convicción y eso afecta mucho a la arqueología colombiana, son personas que les falta preparación, y se quejan. Ese no quiere decir que todos los antropólogos sean mediocres, muchos estudian con autonomía y saben muchísimo sin haber visto tantas materias relacionadas a arqueología. Cómo en todas las carreras hay personas que sobresalen y otras que no. En muchas empresas los sueldos son bajos, especialmente en Bogotá por eso decidí viajar a donde hay oportunidades y es difícil estar lejos de la familia.",Administración. Economia. Gerencia de proyectos.,4,124,Departamento
6/16/2026 19:59:28,"Si, es mi profesión principal",Mujer,36 años - 40 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Consultoria,11 y 15 años,Especializacion,De 4 millones a 5 millones,Bogota D.C.,Comunicacion y persuasion,Coordinador de proyectos,Trabajo independiente o por proyectos,Variables. Dependen de contratos,No realizo trabajo de campo,Más de 10 personas,"Excel, Word, Google Sheets, QGis, Google Maps, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Falta de estabilidad laboral,NA,Antropología y Arqueología,No sé cuánto debería ganar realmente,Más regulación del sector,4,Los arqueólogos de alguna forma somos también responsables de la inestabilidad laboral y precarización ya que saltamos fácilmente de un proyecto a otro dejando resultados inconclusos y pérdida de información o materiales sin responsabilidad,Antropología en general o arqueología,4,125,Departamento
6/16/2026 20:04:23,"Si, es mi profesión principal",Hombre,41 años - 45 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Contratista - prestación de servicios,11 y 15 años,Maestría,7 millones a 8 millones,Bogota D.C.,Otro,Director o lider de proyecto,Obras civiles y construccion,Muy estables,De 6 a 10 días,Más de 10 personas,"Excel, Word, Google Sheets, Python, QGis, ArcGis, AutoCAD, Google Maps, Fotogrametría, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Redes sociales: WhatsApp, Telegram, etc",Falta de reconocimiento profesional,NA,"SIG, Geografía y Ciencias Ambientales",Algo menor de lo que debería ganar,Mejor reconocimiento profesional,5,"La encuesta no considera factores personales como la responsabilidad en el trabajo, el uso de sustancias, la calidad en la redacción de informes técnicos y académicos, productos cartográficos, no solamente en el área de SIG, sino productos conceptuales epistemológicos en el área de la geografía y de la arqueología, que son lo más importante a mi manera de ver,  en términos de la estabilidad profesional, no solamente en la arqueología, sino en cualquier campo. Considerar además que debemos revisar los estándares de calidad de los arqueólogos en el extranjero, para tener un referente y evaluar cómo estamos haciendo nuestro trabajo, así como evaluar la posibilidad de formación académica en el extranjero o incluso de trabajo fuera del país, ya que nuestro trabajo está demasiado sujeto a las condiciones políticas y normativas de Colombia.",SIG. Geografía. Estudios territoriales. Ciencias Ambientales. Catastro. Teledetección. Arqueobotánica,5,126,Departamento
6/16/2026 21:03:08,"Si, es mi profesión principal",Mujer,20 años - 25 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Empleado directo de tiempo completo, Contratista - prestación de servicios",Entre 1 a 3 años,Pregrado,De 3 millones a 4 millones,Bogota D.C.,Red de contactos,Auxiliar de arqueologia,Obras civiles y construccion,Variables. Dependen de contratos,Más de 15 días,De 1 a 3 personas,"Excel, QGis, ArcGis, Google Maps, Redes sociales: WhatsApp, Telegram, etc",Falta de estabilidad laboral,No tengo posgrado,No tengo posgrado,Mucho menor a la que debería ganar,Mejores salarios,3,"La arqueología debería tener mejores salarios y mayor oportunidad de estabilidad laboral, en especial que se trate con la seriedad que lo merece y que lxs compañeritxs se dejen de tirar la plaza.",No tengo posgrado,3,127,Departamento
6/16/2026 21:03:08,"Si, es mi profesión principal",Mujer,20 años - 25 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Empleado directo de tiempo completo, Contratista - prestación de servicios",Entre 1 a 3 años,Pregrado,De 3 millones a 4 millones,Casanare,Red de contactos,Auxiliar de arqueologia,Obras civiles y construccion,Variables. Dependen de contratos,Más de 15 días,De 1 a 3 personas,"Excel, QGis, ArcGis, Google Maps, Redes sociales: WhatsApp, Telegram, etc",Falta de estabilidad laboral,No tengo posgrado,No tengo posgrado,Mucho menor a la que debería ganar,Mejores salarios,3,"La arqueología debería tener mejores salarios y mayor oportunidad de estabilidad laboral, en especial que se trate con la seriedad que lo merece y que lxs compañeritxs se dejen de tirar la plaza.",No tengo posgrado,3,127,Departamento
6/16/2026 21:03:08,"Si, es mi profesión principal",Mujer,20 años - 25 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Empleado directo de tiempo completo, Contratista - prestación de servicios",Entre 1 a 3 años,Pregrado,De 3 millones a 4 millones,Tolima,Red de contactos,Auxiliar de arqueologia,Obras civiles y construccion,Variables. Dependen de contratos,Más de 15 días,De 1 a 3 personas,"Excel, QGis, ArcGis, Google Maps, Redes sociales: WhatsApp, Telegram, etc",Falta de estabilidad laboral,No tengo posgrado,No tengo posgrado,Mucho menor a la que debería ganar,Mejores salarios,3,"La arqueología debería tener mejores salarios y mayor oportunidad de estabilidad laboral, en especial que se trate con la seriedad que lo merece y que lxs compañeritxs se dejen de tirar la plaza.",No tengo posgrado,3,127,Departamento
6/16/2026 23:23:28,"Si, es mi profesión principal",Hombre,36 años - 40 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Empleado directo de tiempo completo, Contratista - prestación de servicios",4 a 6 años,Pregrado,De 5 millones a 6 millones,Caldas,Años de experiencia,Auxiliar de arqueologia,Obras civiles y construccion,Muy estables,Más de 15 días,De 4 a 10 personas,"Excel, Word, Fotogrametría",Falta de estabilidad laboral,NA,No tengo posgrado,Algo menor de lo que debería ganar,Mayor estabilidad laboral,5,"Me gusta trabajar en arqueología cada campo es una experiencia nueva, nuevos aprendizajes en mi vida laboral y personal.",No tengo posgrado,5,128,Departamento
6/17/2026 7:44:11,No,Mujer,20 años - 25 años,"Arqueología académica o básica: docencia, investigación, editoriales, museos, semilleros, proyectos academicos, universidades","Nunca he ganado ingresos, Investigación en laboratorio",Menos de 1 año,Pregrado,Nunca he ganado nada,Bogota D.C.,Años de experiencia,Auxiliar de arqueologia,Universidad,Ninguno,No realizo trabajo de campo,Ninguna,"Excel, Word",Poca oferta de empleos,NA,Otro,No sé cuánto debería ganar realmente,Mayor estabilidad laboral,4,Quisiera encontrar empleo,Otro,4,129,Departamento
6/17/2026 7:48:12,"No actualmente, pero lo he hecho antes",Mujer,26 años - 30 años,"Arqueología académica o básica: docencia, investigación, editoriales, museos, semilleros, proyectos academicos, universidades","Trabajador independiente, Divulgacion cientifica",4 a 6 años,Maestría,De 2 millones a 2.5 millones,Valle del Cauca,Red de contactos,Investigador independiente,Escuelas o colegios,Ocasionales o esporadicos,No realizo trabajo de campo,Ninguna,"Excel, Word, SPSS, ArcGis, AutoCAD, Google Maps, Fotogrametría, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Inteligencia Artificial",Poca oferta de empleos,NA,Arqueometría,Algo menor de lo que debería ganar,Más oportunidades de empleo,5,"Amo la arqueología, pero lamentablemente en Colombia no he encontrado posibilidad de trabajar, aunque he mandado hoja de vida a todas partes",Arqueometría. Ciencias de datos. Ingeniería de sistemas. Analítica de datos. Inteligencia artificial,5,130,Departamento
6/17/2026 7:48:12,"No actualmente, pero lo he hecho antes",Mujer,26 años - 30 años,"Arqueología académica o básica: docencia, investigación, editoriales, museos, semilleros, proyectos academicos, universidades","Trabajador independiente, Divulgacion cientifica",4 a 6 años,Maestría,De 2 millones a 2.5 millones,Mexico,Red de contactos,Investigador independiente,Escuelas o colegios,Ocasionales o esporadicos,No realizo trabajo de campo,Ninguna,"Excel, Word, SPSS, ArcGis, AutoCAD, Google Maps, Fotogrametría, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Inteligencia Artificial",Poca oferta de empleos,NA,Arqueometría,Algo menor de lo que debería ganar,Más oportunidades de empleo,5,"Amo la arqueología, pero lamentablemente en Colombia no he encontrado posibilidad de trabajar, aunque he mandado hoja de vida a todas partes",Arqueometría. Ciencias de datos. Ingeniería de sistemas. Analítica de datos. Inteligencia artificial,5,130,Otros
