Timestamp,"1. Actualmente ¿trabajas en arqueología? 
",2. ¿Con que género te identificas?,3. ¿En qué rango de edad te encuentras?, 4. ¿En cuál de las siguientes áreas has desarrollado principalmente tu trabajo?  ,"5. Actualmente, ¿cómo obtienes tus ingresos relacionados con arqueología? Puedes seleccionar varias opciones",6 ¿Cuántos años tienes de experiencia en Arqueología?,"7. ¿Cuál es tu nivel de formación académica?
"," 8. ¿Cuál es tu ingreso mensual promedio relacionado con la arqueología?  Si tienes varias fuentes, un promedio general","9. ¿En qué departamento realizas la mayor parte de tu trabajo? Si tienes varios, elige los 2 más significativos. También aplica trabajo académico","10. En tu experiencia, ¿qué factor ha tenido mayor impacto en tus ingresos como arqueólog@?  Lo que mas te ha ayudado a subir tu salario considerablemente",11. ¿Cuál es actualmente tu cargo o rol en arqueología?,"  12. ¿En qué tipo de proyecto o empresa trabajas principalmente?  Si tienes varios, elige el más importante",13.Tus ingresos en arqueología son...,"14. En un mes típico, ¿cuántos días realizas trabajo de campo?",15. ¿Cuántas personas tienes a cargo dentro de tu proyecto o empleo?,16. ¿Cuáles de herramientas tecnológicas utilizas más para tus trabajos en arqueología? Elige todas las que sepas manejar,"17. ¿En que grado, consideras tú que es el mayor problema del mercado laboral de la Arqueología en Colombia? Elige el que consideras más relevante",18. ¿Valió la pena para ti hacer posgrado en arqueología? A nivel de salario y desarrollo profesional,"19. ¿En qué área está tu posgrado? Especialización, maestría o doctorado. Elige solo una","20. Según tu experiencia y lo que notas, ¿crees que tu remuneración actual es..?","21. Si pudieras cambiar una sola cosa para mejorar la profesión de los arqueólogos en Colombia, ¿cuál sería?","22.  Si pudieras decidir de nuevo, ¿volverías a elegir arqueología en Colombia como profesión? Califica de 1 a 5

1. No
2. Probablemente no
3. Quizás...Tal vez
4. Probablemente si
5. Claro ¡Me encanta!",Comentarios y sugerencias que nos quieras hacer o compartir. Puedes dejarnos reflexiones y anécdotas sobre tu vida profesional. Queremos escucharte
6/8/2026 17:27:06,"Si, es mi profesión principal",Hombre,26 años - 30 años,"Arqueología académica o básica: docencia, investigación, editoriales, museos, semilleros, proyectos academicos, universidades",Docencia e investigación universitaria,Entre 1 a 3 años,Maestría,Menos de 2 millones de pesos,Bogotá D.C.,Palanca,"Profesor de antropología, arqueología o afines",Universidad,Variables. Depende de contratos,No realizo trabajo de campo,Ninguna,Word,Falta de estabilidad laboral,Sin maestría no sería profesor pero igual el salario es pobre,Antropología en general o arqueología,Mucho menor a la que debería ganar,Mayor estabilidad laboral,2,
6/8/2026 17:30:20,"Si, es mi profesión principal",Hombre,31 años - 35 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,11 y 15 años,Pregrado,De 4 millones a 5 millones,Antioquia ,Tener RNA,"Profesor de antropología, arqueología o afines","Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Muy estables. Cuento siempre con un salario fijo,No realizo trabajo de campo,Ninguna,"Excel, Word, QGis, Google Maps, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Poca oferta de empleos,"No tengo título de posgrado aún, pero quiero hacerlo",No tengo posgrado,Aproximadamente lo que debería ganar,Más regulación del sector,3,
6/8/2026 17:37:18,"Si, es mi profesión principal",Hombre,41 años - 45 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,11 y 15 años,Pregrado,7 millones a 8 millones,Caldas,Años de experiencia,Arqueólogo,Parques foltovoltáicos. Sector energético,Muy estables. Cuento siempre con un salario fijo,De 1 a 5 días,Ninguna,"Excel, Word, Google Sheets, Python, SPSS, QGis, Software de creación 3D: Blender, Agisfot Metashape, SketchUp, etc, ArcGis, Google Maps, Fotogrametría, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Inteligencia Artificial",Otro,"No tengo título de posgrado aún, pero quiero hacerlo",No tengo posgrado,Aproximadamente lo que debería ganar,Mejor reconocimiento profesional,5,
6/8/2026 18:48:51,"Si, es mi profesión principal",Hombre,26 años - 30 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,4 a 6 años,Maestría,7 millones a 8 millones,"Santander, Antioquía","Nivel de formacion academica (especializacion, maestria, doctorado)",Arqueólogo,Parques foltovoltáicos. Sector energético,Muy estables. Cuento siempre con un salario fijo,De 1 a 5 días,Ninguna,"Excel, Word, QGis, Google Maps, Fotogrametría, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Falta de estabilidad laboral,Definitivamente. Mejoró mis oportunidades y mi salario,Antropología en general o arqueología,Algo menor de lo que debería ganar,Mejores salarios,5,
6/8/2026 18:50:53,"Si, es mi profesión principal",Hombre,31 años - 35 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,7 a 10 años,Pregrado,De 5 millones a 6 millones,"Bogotá D.C., Bolivar",conocer como se hace la arqueología histórica en colombia,Arqueólogo,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Muy estables. Cuento siempre con un salario fijo,De 1 a 5 días,Ninguna,"Excel, Word, Google Sheets, QGis, Software de creación 3D: Blender, Agisfot Metashape, SketchUp, etc, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Redes sociales: WhatsApp, Telegram, etc",Falta de reconocimiento profesional,"No tengo título de posgrado aún, pero quiero hacerlo",Gestión del patrimonio cultural. Curaduría y restauración. Arquitectura. Estudios urbanisticos. Museología. Artes,Aproximadamente lo que debería ganar,Mejor reconocimiento profesional,4,
6/8/2026 19:52:34,"Si, es mi profesión principal",Mujer,20 años - 25 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,Menos de 1 año,Pregrado,De 2.5 millones a 3 millones,Antioquia,Manejar SIG,Auxiliar de arqueología,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Muy estables. Cuento siempre con un salario fijo,Más de 15 días,Ninguna,"Excel, Word, QGis, AutoCAD",Bajos salarios,"No tengo título de posgrado aún, pero quiero hacerlo",No tengo posgrado,Aproximadamente lo que debería ganar,Más oportunidades de empleo,5,
6/9/2026 15:44:30,"No actualmente, pero lo he hecho antes",Mujer,36 años - 40 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Emprendimientos propios - empresa propia,4 a 6 años,Pregrado,Nunca he ganado nada,Antioquía ,Tus buenos contactos y tu red profesional,Empresario o emprendedor,"Soy empresario, emprendedor",Ninguno,No realizo trabajo de campo,Ninguna,"Excel, Word, Google Sheets, QGis, ArcGis, Google Maps, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Falta de relación entre formación y oportunidades laborales,"No tengo título de posgrado aún, pero quiero hacerlo",No tengo posgrado,Mucho menor a la que debería ganar,Más regulación del sector,5,
6/9/2026 19:26:29,"Si, es mi profesión principal",Hombre,26 años - 30 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo parcial,4 a 6 años,Pregrado,De 4 millones a 5 millones,Bogotá D.C.,Años de experiencia,Arqueólogo,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Variables. Depende de contratos,11 a 15 días,Ninguna,"Excel, Word, QGis, AutoCAD, Google Maps, Fotogrametría, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Falta de claridad en tarifas u honorarios,"No tengo título de posgrado aún, pero quiero hacerlo",Zooarqueología. Biología. Bioarqueología. Osteología. Medicina. Nutrición. Paleoantropologia. Biología molecular.,Mucho menor a la que debería ganar,Más regulación del sector,5,"Considero necesario plantear el impacto que tienen las obras civiles pequeñas que no cuentan con programa de arqueología y que se desarrollan en zonas con potencial arqueológico medio/alto. La normativa debería aplicar a TODA obra de infraestructura, pues es muy probable que se esté afectando el patrimonio por ese tipo de vacíos legales"
6/10/2026 10:17:02,"Si, es mi profesión principal",Mujer,26 años - 30 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,Entre 1 a 3 años,Pregrado,De 3 millones a 4 millones,Bogotá D.C.,Años de experiencia,Auxiliar de arqueología,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Muy estables. Cuento siempre con un salario fijo,De 1 a 5 días,Ninguna,"Excel, Word, QGis, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc",Falta de estabilidad laboral,No aplica,No tengo posgrado,Mucho menor a la que debería ganar,Mayor estabilidad laboral,2,
6/10/2026 11:09:39,"Si, es mi profesión principal",Hombre,36 años - 40 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,7 a 10 años,Pregrado,De 3 millones a 4 millones,Magdalena,Años de experiencia,Auxiliar de arqueología,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Muy estables. Cuento siempre con un salario fijo,De 6 a 10 días,Ninguna,"Excel, Word",Falta de estabilidad laboral,"No tengo título de posgrado aún, pero quiero hacerlo",No tengo posgrado,Aproximadamente lo que debería ganar,Mayor estabilidad laboral,4,
6/10/2026 12:00:11,"No actualmente, pero lo he hecho antes",Hombre,26 años - 30 años,Ambas por igual,"Empleado directo de tiempo completo, Contratista - prestación de servicios",4 a 6 años,Especializacion,De 5 millones a 6 millones,"Bogotá D.C., Atlánico, Bolivar, Boyacá, Cesar",Años de experiencia,Arqueólogo,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Variables. Depende de contratos,Más de 15 días,De 4 a 10 personas,"Excel, Word, Software de creación 3D: Blender, Agisfot Metashape, SketchUp, etc, ArcGis, Google Maps, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc",Falta de estabilidad laboral,Definitivamente. Mejoró mis oportunidades y mi salario,Antropología en general o arqueología,Algo menor de lo que debería ganar,Mayor estabilidad laboral,4,
6/10/2026 12:12:39,"Si, es mi profesión principal",Genero no binario,26 años - 30 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Empleado directo de tiempo completo, Contratista - prestación de servicios, Consultoria",Entre 1 a 3 años,Pregrado,De 3 millones a 4 millones,"Bogotá D.C., Atlánico",Años de experiencia,Auxiliar de arqueología,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Variables. Depende de contratos,Más de 15 días,De 1 a 3 personas,"Google Sheets, QGis, Fotogrametría",Bajos salarios,"No tengo título de posgrado aún, pero quiero hacerlo",Gestión del patrimonio cultural. Curaduría y restauración. Arquitectura. Estudios urbanisticos. Museología. Artes,Algo menor de lo que debería ganar,Mejores salarios,3,
6/10/2026 14:53:24,"Si, ocasionalmente",Mujer,31 años - 35 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Contratista - prestación de servicios,4 a 6 años,Estudiante de pregrado,De 2.5 millones a 3 millones,"Amazonas, Tolima",Años de experiencia,Arqueólogo,Parques foltovoltáicos. Sector energético,Ocasionales o esporádicos,Más de 15 días,Ninguna,"Excel, Word, Redes sociales: WhatsApp, Telegram, etc",Bajos salarios,"No tengo título de posgrado aún, pero quiero hacerlo",No tengo posgrado,Mucho menor a la que debería ganar,Mejores salarios,2,"Considero que los cargos de arqueología no deberían ser contratados por terceros, los dineros del profesionales se los están quedan los intermediarios."
6/10/2026 16:29:29,"Si, es mi profesión principal",Hombre,20 años - 25 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,Menos de 1 año,Pregrado,Menos de 2 millones de pesos,Bogotá D.C.,Tener RNA,Arqueólogo,"Soy empresario, emprendedor",Variables. Depende de contratos,No realizo trabajo de campo,Ninguna,"Excel, Word, QGis, ArcGis, Google Maps, Fotogrametría, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Bajos salarios,"No tengo título de posgrado aún, pero quiero hacerlo",No tengo posgrado,Mucho menor a la que debería ganar,Mayor estabilidad laboral,4,
6/10/2026 16:43:24,"Si, es mi profesión principal",Hombre,36 años - 40 años,Ambas por igual,"Empleado directo de tiempo completo, Contratista - prestación de servicios, Consultoria, Investigación en laboratorio",11 y 15 años,Maestría,6 millones a 7 millones,"Atlánico, Antioquia","Tu especialidad técnica en arqueología: cerámica, líticos, etc",Arqueólogo,Consultoría ambiental o estudios de impacto,Muy estables. Cuento siempre con un salario fijo,11 a 15 días,De 4 a 10 personas,"Excel, Word, QGis, Google Maps",Bajos salarios,Poco útil. Muy poco realmente,Otro,Algo menor de lo que debería ganar,Mejores salarios,5,
6/10/2026 20:37:22,"Si, es mi profesión principal",Mujer,20 años - 25 años,"Arqueología académica o básica: docencia, investigación, editoriales, museos, semilleros, proyectos academicos, universidades",Nunca he ganado ingresos,No tengo experiencia,Estudiante de pregrado,Nunca he ganado nada,Bogotá D.C.,Años de experiencia,Semillerista - Estudiante,Voluntariado,Ninguno,No realizo trabajo de campo,Ninguna,"Excel, Word, QGis, Google Maps, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Redes sociales: WhatsApp, Telegram, etc",Diferencias marcadas entre sectores (académico vs obras civiles),"No tengo título de posgrado aún, pero quiero hacerlo",No tengo posgrado,No sé cuánto debería ganar realmente,Más regulación del sector,3,
6/10/2026 22:59:47,"Si, es mi profesión principal",Mujer,41 años - 45 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Trabajador independiente,11 y 15 años,Pregrado,De 5 millones a 6 millones,"Bogotá D.C., Caldas",Años de experiencia,Arqueólogo,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Variables. Depende de contratos,Más de 15 días,Más de 10 personas,"Excel, Word, Google Sheets, QGis, ArcGis, AutoCAD, Google Maps, Redes sociales: WhatsApp, Telegram, etc",Falta de estabilidad laboral,"No tengo título de posgrado aún, pero quiero hacerlo",No tengo posgrado,Algo menor de lo que debería ganar,Mayor estabilidad laboral,3,"El tema de la salud de los arqueólogos y arqueólogos debería ser un punto importante en las contrataciones, ya que muchas veces las condiciones laborales aumentan el riesgo de enfermedades laborales que muy pocas veces sin tenidas en cuenta, durante y después de las actividades, especialmente las realizadas en campo, donde las jornadas a veces son muy exigentes. "
6/11/2026 7:12:52,"Si, es mi profesión principal",Hombre,31 años - 35 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Empleado directo de tiempo completo, Contratista - prestación de servicios, Arqueología digital: modelos 3D, reconstrucción histórica, videojuegos, etc",7 a 10 años,Pregrado,De 4 millones a 5 millones,Cundinamarca,Tener RNA,Arqueólogo,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Variables. Depende de contratos,De 1 a 5 días,De 1 a 3 personas,"Excel, Word, QGis, Fotogrametría, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Redes sociales: WhatsApp, Telegram, etc",Falta de claridad en tarifas u honorarios,"Útil. Lo mejoró si, pero no lo que esperaba",Antropología en general o arqueología,Algo menor de lo que debería ganar,Mayor estabilidad laboral,4,
6/11/2026 8:36:55,"Si, ocasionalmente",Mujer,41 años - 45 años,Ambas por igual,"Contratista - prestación de servicios, Trabajador independiente, Turismo, Museos y conservación. Gestor cultural",7 a 10 años,Estudiante de pregrado,De 2 millones a 2.5 millones,"Antioquia, Sucre, Tolima, Valle del Cauca",Tener RNA,Auxiliar de arqueología,Gestión del patrimonio cultural,Variables. Depende de contratos,11 a 15 días,Ninguna,"Excel, Word, QGis, ArcGis, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc",Falta de estabilidad laboral,"Útil. Lo mejoró si, pero no lo que esperaba",No tengo posgrado,Aproximadamente lo que debería ganar,Mejor reconocimiento profesional,5,
6/11/2026 10:25:18,"Si, es mi profesión principal",Hombre,31 años - 35 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Empleado directo de tiempo completo, Consultoria, Divulgacion cientifica",7 a 10 años,Pregrado,De 4 millones a 5 millones,"Bogotá D.C., Sucre",Tener RNA,Arqueólogo,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Muy estables. Cuento siempre con un salario fijo,Más de 15 días,De 1 a 3 personas,"Excel, Word, QGis, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc",Falta de estabilidad laboral,"No tengo título de posgrado aún, pero quiero hacerlo",Gestión del patrimonio cultural. Curaduría y restauración. Arquitectura. Estudios urbanisticos. Museología. Artes,Algo menor de lo que debería ganar,Mayor estabilidad laboral,4,
6/11/2026 18:07:53,"Si, ocasionalmente",Mujer,26 años - 30 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,Entre 1 a 3 años,Estudiante de pregrado,De 2.5 millones a 3 millones,"Córdoba, Tolima","Conocimientos especializados en zooarqueología, bioarqueología o afines",Auxiliar de arqueología,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Variables. Depende de contratos,Más de 15 días,De 1 a 3 personas,"Word, QGis, Google Maps, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Poca oferta de empleos,"No tengo título de posgrado aún, pero quiero hacerlo",No tengo posgrado,Mucho menor a la que debería ganar,Más oportunidades de empleo,3,
6/11/2026 18:07:54,"Si, es mi profesión principal",Hombre,31 años - 35 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Empleado directo de tiempo completo,4 a 6 años,Pregrado,De 4 millones a 5 millones,Tolima,Tus buenos contactos y tu red profesional,Arqueólogo,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Variables. Depende de contratos,Más de 15 días,De 1 a 3 personas,"Excel, Word, QGis, Software de creación 3D: Blender, Agisfot Metashape, SketchUp, etc, AutoCAD, Fotogrametría, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Poca oferta de empleos,Estoy haciendo una maestría ,Gestión del patrimonio cultural. Curaduría y restauración. Arquitectura. Estudios urbanisticos. Museología. Artes,Mucho menor a la que debería ganar,Más oportunidades de empleo,3,
6/12/2026 8:22:48,"Si, es mi profesión principal",Mujer,26 años - 30 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Empleado directo de tiempo completo, Contratista - prestación de servicios",Menos de 1 año,Pregrado,De 3 millones a 4 millones,"Tolima, Valle del Cauca",Tus buenos contactos y tu red profesional,Auxiliar de arqueología,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Variables. Depende de contratos,Más de 15 días,Ninguna,"Excel, Word, QGis, ArcGis, Google Maps, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Falta de estabilidad laboral,"Útil. Lo mejoró si, pero no lo que esperaba",Gestión del patrimonio cultural. Curaduría y restauración. Arquitectura. Estudios urbanisticos. Museología. Artes,Algo menor de lo que debería ganar,Mayor estabilidad laboral,4,
6/12/2026 10:06:05,"Si, es mi profesión principal",Hombre,41 años - 45 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Contratista - prestación de servicios, Docencia e investigación universitaria",11 y 15 años,Maestría,De 3 millones a 4 millones,"Bogotá D.C., Santander",Tus buenos contactos y tu red profesional,"Profesor de antropología, arqueología o afines",Universidad,Variables. Depende de contratos,No realizo trabajo de campo,De 1 a 3 personas,"Excel, Word, QGis, Google Maps, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc",Bajos salarios,"Útil. Lo mejoró si, pero no lo que esperaba",Antropología en general o arqueología,Mucho menor a la que debería ganar,Mejores salarios,3,"Es urgente consolidar un colegio de arqueólogos que permita generar tarifas dignas de salarios dependiendo nuestro perfil profesional, años de experiencia y rol dentro de los proyectos. "
6/12/2026 15:37:35,No,Mujer,20 años - 25 años,"Arqueología académica o básica: docencia, investigación, editoriales, museos, semilleros, proyectos academicos, universidades",Nunca he ganado ingresos,Entre 1 a 3 años,Estudiante de pregrado,Menos de 2 millones de pesos,Bogotá D.C.,Manejar SIG,Semillerista - Estudiante,Universidad,Ninguno,No realizo trabajo de campo,Ninguna,"Excel, QGis",Falta de estabilidad laboral,"No tengo título de posgrado aún, pero quiero hacerlo",No tengo posgrado,No sé cuánto debería ganar realmente,Más oportunidades de empleo,3,
6/16/2026 2:01:24,"Si, es mi profesión principal",Hombre,31 años - 35 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Empleado directo de tiempo completo, Contratista - prestación de servicios, Trabajador independiente, Consultoria",4 a 6 años,Pregrado,De 4 millones a 5 millones,Bogotá D.C.,"Acá se debería tener opción de respuesta múltiple. En mi caso SIG, bases de datos, analitica de datos, gesrion y coordinacion de proyetos",Arqueólogo,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Muy estables. Cuento siempre con un salario fijo,De 1 a 5 días,De 4 a 10 personas,"Excel, Word, QGis, Software de creación 3D: Blender, Agisfot Metashape, SketchUp, etc, Fotogrametría, SQL, Inteligencia Artificial",Falta de reconocimiento profesional,Inicie y no termine. Mala formacion.,Antropología en general o arqueología,Algo menor de lo que debería ganar,Mayor estabilidad laboral,2,"Ser arqueologxs esta dificil. Si no se actualizan a algo que aporte en términos tecnocratas, paila. La disciplina esta cambiando por las logicas del mercado actual. Ya no hacemos arqueologia, en realidad."
6/16/2026 19:48:49,"Si, es mi profesión principal",Mujer,26 años - 30 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Contratista - prestación de servicios,Entre 1 a 3 años,Pregrado,De 3 millones a 4 millones,Cauca,Tener RNA,Arqueólogo,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Muy estables. Cuento siempre con un salario fijo,Más de 15 días,De 4 a 10 personas,"Excel, Word, QGis, Google Maps, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Redes sociales: WhatsApp, Telegram, etc",Falta de reconocimiento profesional,"No tengo título de posgrado aún, pero quiero hacerlo",No tengo posgrado,Algo menor de lo que debería ganar,Más regulación del sector,5,"La arqueología es vista desde los sectores privados como empresas de infraestructura como algo innecesario, por ende, los salarios, la calidad laboral y la experiencia dentro del entorno se hace precaria. "
6/16/2026 19:50:55,"Si, es mi profesión principal",Hombre,31 años - 35 años,Ambas por igual,"Contratista - prestación de servicios, Trabajador independiente, Emprendimientos propios - empresa propia",7 a 10 años,Maestría,6 millones a 7 millones,"Magdalena, Nariño","Nivel de formacion academica (especializacion, maestria, doctorado)",Coordinador de proyectos o afines,Universidad,Variables. Depende de contratos,De 6 a 10 días,De 4 a 10 personas,"Excel, Word, QGis, ArcGis, AutoCAD, Google Maps, Fotogrametría, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Citacion bibliográfica: Mendeley, Zotero, EndNote, etc, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Falta de estabilidad laboral,Definitivamente. Mejoró mis oportunidades y mi salario,Administración. Economia. Gerencia de proyectos.,Algo menor de lo que debería ganar,Mayor estabilidad laboral,4,"Soy campesino, la educación me abrió muchas puertas, no obstante, la oferta laboral es poca y por lo tanto competitiva, el problema radica en que muchas antropólogos trabajan en arqueología por el dinero y no por convicción y eso afecta mucho a la arqueología colombiana, son personas que les falta preparación, y se quejan. Ese no quiere decir que todos los antropólogos sean mediocres, muchos estudian con autonomía y saben muchísimo sin haber visto tantas materias relacionadas a arqueología. Cómo en todas las carreras hay personas que sobresalen y otras que no. En muchas empresas los sueldos son bajos, especialmente en Bogotá por eso decidí viajar a donde hay oportunidades y es difícil estar lejos de la familia. "
6/16/2026 19:59:28,"Si, es mi profesión principal",Mujer,36 años - 40 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Consultoria,11 y 15 años,Especializacion,De 4 millones a 5 millones,Bogotá D.C.,Habilidades de comunicación y persuasión,Coordinador de proyectos o afines,"Trabajo independiente, freenlance o por proyectos",Variables. Depende de contratos,No realizo trabajo de campo,Más de 10 personas,"Excel, Word, Google Sheets, QGis, Google Maps, Redes sociales: WhatsApp, Telegram, etc, Inteligencia Artificial",Falta de estabilidad laboral,"Útil. Lo mejoró si, pero no lo que esperaba",Antropología en general o arqueología,No sé cuánto debería ganar realmente,Más regulación del sector,4,Los arqueólogos de alguna forma somos también responsables de la inestabilidad laboral y precarización ya que saltamos fácilmente de un proyecto a otro dejando resultados inconclusos y pérdida de información o materiales sin responsabilidad 
6/16/2026 20:04:23,"Si, es mi profesión principal",Hombre,41 años - 45 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc",Contratista - prestación de servicios,11 y 15 años,Maestría,7 millones a 8 millones,Bogotá D.C.,Calidad y responsabilidad en el trabajo. ,Director o lider de proyecto,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Muy estables. Cuento siempre con un salario fijo,De 6 a 10 días,Más de 10 personas,"Excel, Word, Google Sheets, Python, QGis, ArcGis, AutoCAD, Google Maps, Fotogrametría, Software de dibujo técnico y edicion fotografica: Illustrator, Corel, Krita, etc, Redes sociales: WhatsApp, Telegram, etc",Falta de reconocimiento profesional,Considero que el posgrado no es relevante,SIG. Geografía. Estudios territoriales. Ciencias Ambientales. Catastro. Teledetección. Arqueobotánica,Algo menor de lo que debería ganar,Mejor reconocimiento profesional,5,"La encuesta no considera factores personales como la responsabilidad en el trabajo, el uso de sustancias, la calidad en la redacción de informes técnicos y académicos, productos cartográficos, no solamente en el área de SIG, sino productos conceptuales epistemológicos en el área de la geografía y de la arqueología, que son lo más importante a mi manera de ver,  en términos de la estabilidad profesional, no solamente en la arqueología, sino en cualquier campo. Considerar además que debemos revisar los estándares de calidad de los arqueólogos en el extranjero, para tener un referente y evaluar cómo estamos haciendo nuestro trabajo, así como evaluar la posibilidad de formación académica en el extranjero o incluso de trabajo fuera del país, ya que nuestro trabajo está demasiado sujeto a las condiciones políticas y normativas de Colombia."
6/16/2026 21:03:08,"Si, es mi profesión principal",Mujer,20 años - 25 años,"Arqueología preventiva o de rescate: obras civiles, construcciones, licencias ambientales, etc","Empleado directo de tiempo completo, Contratista - prestación de servicios",Entre 1 a 3 años,Pregrado,De 3 millones a 4 millones,"Bogotá D.C., Casanare, Tolima",Tus buenos contactos y tu red profesional,Auxiliar de arqueología,"Obras civiles: empresas dedicadas a la construcción de carreteras, urbanismo, energía, construcción",Variables. Depende de contratos,Más de 15 días,De 1 a 3 personas,"Excel, QGis, ArcGis, Google Maps, Redes sociales: WhatsApp, Telegram, etc",Falta de estabilidad laboral,No tengo posgrado,No tengo posgrado,Mucho menor a la que debería ganar,Mejores salarios,3,"La arqueología debería tener mejores salarios y mayor oportunidad de estabilidad laboral, en especial que se trate con la seriedad que lo merece y que lxs compañeritxs se dejen de tirar la plaza."
